,author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
83,Soumya Eswaran,Sands Capital Select Growth Fund’s Investment Thesis for Roblox Corporation (RBLX),"Sands Capital, an investment management company, released its “Sands Capital Select Growth Fund” Q4 2024 investor letter. A copy of the same can be...",https://finance.yahoo.com/news/sands-capital-select-growth-fund-123326503.html,https://media.zenfs.com/en/insidermonkey.com/83c11f730bf382660bec748c969058b9,2025-04-01T12:33:26Z,"Sands Capital, an investment management company, released its Sands Capital Select Growth Fund Q4 2024 investor letter. A copy of the same can be downloaded here. Select Growth primarily targets U.S.… [+2611 chars]",,Yahoo Entertainment
84,Barry Ritholtz,Transcript: Michael Lewis on ‘Who is Government’,"﻿       The transcript from this week’s, MiB: Michael Lewis on ‘Who is Government’, is below. You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouTube, and Bloomberg. All of our earlier podcasts on y…",https://ritholtz.com/2025/04/transcript-michael-lewis-whoisgovt/,https://ritholtz.com/wp-content/uploads/2023/02/Mib-tile.png,2025-04-01T12:30:37Z,"The transcript from this weeks, MiB: Michael Lewis on ‘Who is Government’, is below.
You can stream and download our full conversation, including any podcast extras, on Apple Podcasts, Spotify, YouT… [+68152 chars]",,Ritholtz.com
85,Jeremy Laird,"Same plan, different CEO: Intel's Lip-Bu Tan laments 'past mistakes' while promising a brighter 'engineering focused' future",Show me the innovation!,https://www.pcgamer.com/hardware/processors/same-plan-different-ceo-intels-lip-bu-tan-laments-past-mistakes-while-promising-a-brighter-engineering-focused-future/,https://cdn.mos.cms.futurecdn.net/gywvJokCYFrGaCdJJFwopR-1200-80.png,2025-04-01T12:30:21Z,"Intel's new CEO, Lip-Bu Tan, leant heavily into the company's failures in his debut keynote performance at the Intel Vision 2025 event, yesterday. He also promised that the future would be brighter t… [+4397 chars]",,PC Gamer
86,Soumya Eswaran,Here’s Why JDP Capital Management is Excited About ENDI Corp (ENDI),"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024...",https://finance.yahoo.com/news/why-jdp-capital-management-excited-122620952.html,https://media.zenfs.com/en/insidermonkey.com/ff3f682c4ace80e1c2141baa36353dd0,2025-04-01T12:26:20Z,"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024 proved to be an excellent year for the ma… [+2005 chars]",,Yahoo Entertainment
87,finance.yahoo.com,"Tesla, Nvidia, CoreWeave, Calvin Klein parent PVH, XPeng: Stocks to watch today","In This Article:
Stock futures fell premarket on Tuesday ahead of President Donald Trump’s tariff announcement on Wednesday. Measures tied to the S&P 500, Nasdaq 100 and and the Dow Jones industrial average all signaled a slightly lower open as of 7:37 a.m.
I…",https://biztoc.com/x/c10ca1feb7b736fc,https://biztoc.com/cdn/c10ca1feb7b736fc_s.webp,2025-04-01T12:25:42Z,"In This Article:Stock futures fell premarket on Tuesday ahead of President Donald Trumps tariff announcement on Wednesday. Measures tied to the S&amp;P 500, Nasdaq 100 and and the Dow Jones industria… [+150 chars]",,Biztoc.com
88,finance.yahoo.com,"Meet the Hard Asset That's Bigger Than Apple, Nvidia, and Microsoft Combined. One Wall Street Strategist Thinks It Could Hit a $40 Trillion Market Cap","In This Article:
Shares of Apple, Nvidia, and Microsoft have exploded in recent years, as investors poured money into stocks that were best positioned to take advantage of the rise in artificial intelligence (AI). These three stocks grew so popular that their…",https://biztoc.com/x/af0c6689904224fc,https://biztoc.com/cdn/af0c6689904224fc_s.webp,2025-04-01T12:25:39Z,"In This Article:Shares of Apple, Nvidia, and Microsoft have exploded in recent years, as investors poured money into stocks that were best positioned to take advantage of the rise in artificial intel… [+138 chars]",,Biztoc.com
89,investors.com,Dow Jones Futures Fall Ahead Of Imminent Trump Tariffs; Newsmax IPO Surges,"The Dow Jones Industrial Average and other major stock indexes dropped Tuesday, as Wall Street braced for President Donald Trump's tariffs to go into effect Wednesday. Early movers included Newsmax (NMAX), Nvidia (NVDA) and Tesla (TSLA) on the stock market to…",https://biztoc.com/x/aed813eefe364ac1,https://biztoc.com/cdn/aed813eefe364ac1_s.webp,2025-04-01T12:25:34Z,"The Dow Jones Industrial Average and other major stock indexes dropped Tuesday, as Wall Street braced for President Donald Trump's tariffs to go into effect Wednesday. Early movers included Newsmax (… [+148 chars]",,Biztoc.com
90,,"Tesla, Nvidia, CoreWeave, Calvin Klein parent PVH, XPeng: Stocks to watch today",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_cd2a536d-1fef-4809-9dcd-d8921ef43197,,2025-04-01T12:10:39Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",,Yahoo Entertainment
91,,"Meet the Hard Asset That's Bigger Than Apple, Nvidia, and Microsoft Combined. One Wall Street Strategist Thinks It Could Hit a $40 Trillion Market Cap.",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_373c59a7-60bd-401b-acae-5605bb90ee4b,,2025-04-01T12:05:00Z,"If you click 'Accept all', we and our partners, including 238 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+702 chars]",,Yahoo Entertainment
92,Soumya Eswaran,Here are JDP Capital Management’s Views on Tesla (TSLA),"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024...",https://finance.yahoo.com/news/jdp-capital-management-views-tesla-120447927.html,https://media.zenfs.com/en/insidermonkey.com/2f1bf47b64f185ad29af8e89f576d5c3,2025-04-01T12:04:47Z,"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024 proved to be an excellent year for the ma… [+2059 chars]",,Yahoo Entertainment
93,James Bentley,Inzoi and The First Berserker Khazan devs suggest ditching the latest Nvidia drivers if you're running an RTX 40-series graphics card,RTX 50-series can still update their drivers though.,https://www.pcgamer.com/hardware/graphics-cards/inzoi-and-the-first-beserker-khazan-devs-suggest-ditching-the-latest-nvidia-drivers-if-youre-running-an-rtx-40-series-graphics-card/,https://cdn.mos.cms.futurecdn.net/CxFEfnvv7DFrtbwBj83YQ8-1200-80.png,2025-04-01T12:04:27Z,"If you aren't one of the lucky customers to get their hands on RTX 50-series graphics card, and are stuck with something older, some popular game developers are warning against updating to the latest… [+2534 chars]",,PC Gamer
94,Soumya Eswaran,Spotify (SPOT) Rose 148% in 2024,"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024...",https://finance.yahoo.com/news/spotify-spot-rose-148-2024-120038786.html,https://media.zenfs.com/en/insidermonkey.com/2825e93123661ee897128b3440ef7e2b,2025-04-01T12:00:38Z,"JDP Capital Management, an investment management company, released its fourth quarter 2024 investor letter. A copy of the letter can be downloaded here. 2024 proved to be an excellent year for the ma… [+2266 chars]",,Yahoo Entertainment
95,Tanveer Singh,High-end gaming doesn't need high-end GPUs anymore,Mid-range cards are now offering a high-end gaming experience,https://www.xda-developers.com/high-end-gaming-doesnt-need-high-end-gpu/,https://static1.xdaimages.com/wordpress/wp-content/uploads/wm/2025/03/rtx-5090-connector.jpg,2025-04-01T12:00:38Z,"I'd be lying if I said I never wished to have an RTX 4090 (or a 4080 Super) in my gaming PC. In fact, I was sure I'd upgrade from my RTX 3080 to the RTX 5080 this year, but that dream stands ruined f… [+9779 chars]",,XDA Developers
96,Dashia Milden,"70% of Gen Z and Millennial Gamers Are Ready to Purchase a Switch 2, CNET Survey Finds",Gen Z gamers spend nearly $700 a year on new games and subscriptions. And they're looking forward to the new Switch model the most.,https://www.cnet.com/tech/gaming/nintendo-switch-2-survey/,https://www.cnet.com/a/img/resize/67e67c30f14280c860b08963c6ca4a5a704ba5bd/hub/2025/03/31/3009bd63-31a1-4dec-aed5-4b63b3fe7408/switch2.png?auto=webp&fit=crop&height=675&width=1200,2025-04-01T12:00:00Z,"The time has finally come for a new Nintendo console. Eight years after the launch of the original Nintendo Switch, the storied gaming company will release details on its highly anticipated successor… [+10000 chars]",,CNET
97,investors.com,"Nvidia, Other Techs Hurt Dow Jones, But These Names Outperformed In Q1","Since it joined the Dow industrials on Nov. 7, Nvidia stock is down nearly 30%.
The post Nvidia, Other Techs Hurt Dow Jones, But These Names Outperformed In Q1 appeared first on Investor's Business Daily.",https://biztoc.com/x/a5e24545fd302de7,https://biztoc.com/cdn/928/og.png,2025-04-01T11:51:40Z,"Since it joined the Dow industrials on Nov. 7, Nvidia stock is down nearly 30%.The post Nvidia, Other Techs Hurt Dow Jones, But These Names Outperformed In Q1 appeared first on Investor's Business Da… [+63 chars]",,Biztoc.com
98,Stefan Mileschin,AMD cosies up to Rapt AI to claw into Nvidias turf,"Underdog chipmaker AMD is teaming up with Rapt AI in a strategic move to boost performance on its Instinct GPU lineup and tackle the AI infrastructure headaches that have plagued would-be innovators.

https://fudzilla.com/news/60787-amd-cosies-up-to-rapt-ai-t…",http://www.madshrimps.be/news/item/238136,,2025-04-01T11:51:04Z,"Copyright © 2001-2011 Madshrimps, All rights reserved.Graphic Design by Dennis Kestelle, Programming by Maarten Menten,
Overall Site design by John Meys
All information and graphics contained in Ma… [+135 chars]",,Madshrimps.be
99,benzinga.com,5 Stock Picks Last Month From Wall Street's Most Accurate Analysts,"U.S. stocks settled mixed on Monday, with the Dow Jones index gaining more than 400 points during the session as investors assessed President Donald Trump's tariff plans. However, the Nasdaq settled lower on Monday as shares of Nvidia Corp. (NASDAQ:NVDA) fell…",https://biztoc.com/x/d0c0ae04511205d0,https://biztoc.com/cdn/d0c0ae04511205d0_s.webp,2025-04-01T11:40:40Z,"U.S. stocks settled mixed on Monday, with the Dow Jones index gaining more than 400 points during the session as investors assessed President Donald Trump's tariff plans. However, the Nasdaq settled … [+138 chars]",,Biztoc.com
